"text","label"
"Cash ready, bring LSD to Malleshwaram",1
"get brown sugar to Silk Board tmrw",1
"collect some grass at KR Puram",1
"Where can I send tabs later?",1
"Arrange coke at Banashankari 2nite",1
"Get green apples at Commercial Street market",0
"Let's meet at Electronic City tonight",0
"Pick me up near Indiranagar",0
"Bro mj chahiye Airport Road side",1
"Party at my place now",0
"Did you finish the project?",0
"Party at my place now",0
"Party at my place in the morning",0
"See you tomorrow at Banashankari",0
"Arrange trip at KR Puram 2nite",1
"Did you finish the project?",0
"See you tomorrow at Indiranagar",0
"Cash ready, bring powder to BTM",1
"Collect papers from Koramangala",0
"See you tomorrow at Silk Board",0
"Cash ready, bring coke to Commercial Street",1
"Did you finish the project?",0
"I'll drop by Kengeri this evening",0
"Need ma@l from Majestic",1
"score md to KR Puram this evening",1
"Need ecstasy from Jayanagar",1
"deliver some ecstasy at Commercial Street",1
"See you tomorrow at Malleshwaram",0
"Where can I deliver h@sh tonight?",1
"deliver some xtc at Cubbon Park",1
"Let's play cricket in the park",0
"I'll drop by Airport Road before work",0
"Let's meet at Electronic City in the morning",0
"How's your day going?",0
"Pick me up near Majestic",0
"Let's play cricket in the park",0
"Cash ready, bring ganja to KR Puram",1
"get brown sugar near BTM",1
"buy h@sh near Kengeri",1
"Bro coke chahiye Whitefield side",1
"score some weed at Kengeri",1
"Arrange doob at Banashankari after class",1
"Going to Whitefield for dinner",0
"Need pills from Koramangala",1
"Let's play cricket in the park",0
"Going shopping at Jayanagar",0
"grab tabs to Cubbon Park later",1
"I'll drop by Majestic at midnight",0
"Arrange grass at Whitefield tmrw",1
"Party at my place this evening",0
"collect w33d to Jayanagar before work",1
"Don't forget the office meeting",0
"Collect papers from Koramangala",0
"Family dinner at Bellandur",0
"Need stuff from Majestic",1
"arrng some LSD at Silk Board",1
"Get green apples at Jayanagar market",0
"Cash ready, bring k3t to BTM",1
"Bro mdma chahiye Commercial Street side",1
"I'll drop by Koramangala at midnight",0
"deliver some stuff at Majestic",1
"Drop ecstasy at my place in Indiranagar",1
"Drop acid at my place in Jayanagar",1
"Pick up vegetables from Electronic City",0
"supply pot to Indiranagar tmrw",1
"Going shopping at KR Puram",0
"Let's play cricket in the park",0
"get some ecstasy at MG Road",1
"Where can I supply acid tabs this evening?",1
"Where can I arrng mdma right away?",1
"Pick up vegetables from Commercial Street",0
"Catching a movie at Malleshwaram",0
"Bro stuff chahiye Malleshwaram side",1
"Cash ready, bring pills to Commercial Street",1
"Collect papers from Whitefield",0
"Collect papers from Silk Board",0
"Bro acid chahiye BTM side",1
"Drop maal at my place in Cubbon Park",1
"arrng some tabs at BTM",1
"Collect papers from Cubbon Park",0
"Pick up vegetables from Rajajinagar",0
"Did you call the electrician?",0
"Collect papers from Kengeri",0
"Did you finish the project?",0
"Pick up vegetables from Indiranagar",0
"Party at my place now",0
"Pick me up near Electronic City",0
"Pick me up near Malleshwaram",0
"send some acid tabs at Malleshwaram",1
"Pick up vegetables from Banashankari",0
"Going shopping at Shivajinagar",0
"See you at college 2nite",0
"See you tomorrow at Silk Board",0
"Send ganja via courier tonight",1
"collect some powder at Whitefield",1
"arrange some powder at Whitefield",1
"Send acid tabs via courier tonight",1
"Going to MG Road for dinner",0
"Arrange trip at Jayanagar tomorrow",1
"Don't forget the office meeting",0
"Need dope from Malleshwaram",1
"I'll drop by Cubbon Park tomorrow",0
"How's your day going?",0
"Cash ready, bring lsd to Airport Road",1
"Pick me up near Whitefield",0
"Party at my place right away",0
"Drop trip at my place in HSR Layout",1
"score some powder at Koramangala",1
"See you at college at midnight",0
"Drop dope at my place in Koramangala",1
"Let's play cricket in the park",0
"Let's meet at BTM 2nite",0
"Collect papers from Indiranagar",0
"Drop tabs at my place in Airport Road",1
"Arrange xtc at Cubbon Park in the morning",1
"Pick me up near Silk Board",0
"Arrange charas at Cubbon Park 2nite",1
"Need h@sh from Jayanagar",1
"supply stuff to Jayanagar now",1
"Drop pot at my place in BTM",1
"Bro mj chahiye HSR Layout side",1
"Drop hash at my place in Rajajinagar",1
"Catching a movie at MG Road",0
"See you tomorrow at Jayanagar",0
"Family dinner at Shivajinagar",0
"Did you call the electrician?",0
"Going shopping at BTM",0
"Don't forget the office meeting",0
"Need grn from Kengeri",1
"How's your day going?",0
"send some trip at Bellandur",1
"Catching a movie at KR Puram",0
"Let's meet at Banashankari later",0
"Did you call the electrician?",0
"Need lsd from Malleshwaram",1
"How's your day going?",0
"drop stuff to Silk Board this evening",1
"Arrange brown sugar at Whitefield tonight",1
"Need mdma from Silk Board",1
"Send kush via courier this evening",1
"Party at my place tomorrow",0
"Pick me up near HSR Layout",0
"I'll drop by Commercial Street in the morning",0
"arrange LSD to Silk Board at midnight",1
"Pick 💊 from Cubbon Park now",1
"Going to Shivajinagar for dinner",0
"How's your day going?",0
"deliver some ecstasy at Koramangala",1
"Need tabs from Silk Board",1
"Cash ready, bring kush to Whitefield",1
"Going shopping at Bellandur",0
"See you tomorrow at Bellandur",0
"pick up some w33d at Whitefield",1
"Need md from Bellandur",1
"Where can I get w33d now?",1
"buy xtc near HSR Layout",1
"Did you finish the project?",0
"Get green apples at BTM market",0
"Let's meet at Electronic City this evening",0
"Bro LSD chahiye Rajajinagar side",1
"Send k3t via courier after class",1
"grab pot to Jayanagar before work",1
"Family dinner at Indiranagar",0
"Cash ready, bring maal to Airport Road",1
"Send stuff via courier tonight",1
"Did you call the electrician?",0
"Send h@sh via courier tomorrow",1
"Did you finish the project?",0
"See you tomorrow at MG Road",0
"Arrange xtc at Rajajinagar this evening",1
"Need pills from Commercial Street",1
"Cash ready, bring grn to Commercial Street",1
"drop ganja to Cubbon Park 2nite",1
"Pick 🧪 from Kengeri after class",1
"Cash ready, bring brown sugar to Bellandur",1
"Pick 🌿 from Bellandur in the morning",1
"Send powder via courier now",1
"See you tomorrow at Majestic",0
"Going to Bellandur for dinner",0
"Did you finish the project?",0
"Let's play cricket in the park",0
"drop weed near KR Puram",1
"Send mj via courier tomorrow",1
"Don't forget the office meeting",0
"Pick me up near Bellandur",0
"Pick 🥀 from Rajajinagar tonight",1
"Going to KR Puram for dinner",0
"Send mdma via courier tonight",1
"Bro brown sugar chahiye Majestic side",1
"Bro ecstasy chahiye Indiranagar side",1
"See you tomorrow at Banashankari",0
"Let's play cricket in the park",0
"Family dinner at Kengeri",0
"Family dinner at KR Puram",0
"Send doob via courier tonight",1
"Pick up vegetables from MG Road",0
"Pick 🌿 from MG Road at midnight",1
"Pick me up near MG Road",0
"Cash ready, bring charas to HSR Layout",1
"Where can I deliver trip right away?",1
"Send weed via courier tomorrow",1
"How's your day going?",0
"Family dinner at MG Road",0
"Cash ready, bring mdma to KR Puram",1
"pick up dope near Bellandur",1
"arrng ecstasy to Banashankari after class",1
"Did you finish the project?",0
"Pick me up near HSR Layout",0
"score kush to KR Puram tonight",1
"grab hash near Shivajinagar",1
"Pick me up near Electronic City",0
"Pick up vegetables from Rajajinagar",0
"Let's meet at Majestic 2nite",0
"Family dinner at Shivajinagar",0
"Need mdma from Rajajinagar",1
"bring stuff to MG Road in the morning",1
"Where can I score pot in the morning?",1
"Bro weed chahiye KR Puram side",1
"Going to Commercial Street for dinner",0
"Party at my place later",0
"Did you finish the project?",0
"Bro ganjaa chahiye BTM side",1
"See you at college 2nite",0
"Pick 💊 from Shivajinagar tmrw",1
"arrng coke near Electronic City",1
"Don't forget the office meeting",0
"score ecstasy to Malleshwaram right away",1
"Let's meet at Commercial Street this evening",0
"collect coke to KR Puram this evening",1
"Send weed via courier now",1
"Pick up vegetables from Banashankari",0
"Drop maal at my place in Rajajinagar",1
"buy some ganja at BTM",1
"Arrange h@sh at Whitefield after class",1
"Drop trip at my place in Kengeri",1
"See you tomorrow at Silk Board",0
"Arrange k3t at Cubbon Park now",1
"I'll drop by KR Puram right away",0
"arrng ecstasy to HSR Layout before work",1
"Collect papers from BTM",0
"Need LSD from Malleshwaram",1
"Going to Commercial Street for dinner",0
"Drop acid tabs at my place in Malleshwaram",1
"Going shopping at Silk Board",0
"Did you finish the project?",0
"Send doob via courier tonight",1
"Bro ganja chahiye Shivajinagar side",1
"Let's meet at Airport Road tmrw",0
"See you at college at midnight",0
"Did you finish the project?",0
"arrng coke to Malleshwaram in the morning",1
"Drop k3t at my place in Banashankari",1
"Send weed via courier before work",1
"I'll drop by Jayanagar 2nite",0
"Drop hash at my place in Kengeri",1
"send mj to KR Puram now",1
"send coke near Airport Road",1
"Cash ready, bring doob to Silk Board",1
"Pick 💊 from Silk Board at midnight",1
"Going to Silk Board for dinner",0
"Pick me up near Rajajinagar",0
"Send powder via courier at midnight",1
"Pick me up near Silk Board",0
"Pick me up near MG Road",0
"Pick me up near Koramangala",0
"Let's meet at Cubbon Park right away",0
"Send grass via courier later",1
"Need mj from Koramangala",1
"Did you finish the project?",0
"See you tomorrow at Cubbon Park",0
"Cash ready, bring powder to Koramangala",1
"grab w33d near Jayanagar",1
"Family dinner at Banashankari",0
"send some charas at Banashankari",1
"Let's meet at Commercial Street this evening",0
"supply some LSD at Cubbon Park",1
"See you tomorrow at Electronic City",0
"Family dinner at Shivajinagar",0
"get some grass at Electronic City",1
"Send ecstasy via courier right away",1
"Catching a movie at Airport Road",0
"Send kush via courier in the morning",1
"Pick up vegetables from Silk Board",0
"See you tomorrow at Rajajinagar",0
"Party at my place now",0
"Family dinner at Rajajinagar",0
"Did you call the electrician?",0
"Get green apples at Rajajinagar market",0
"Where can I send hash later?",1
"Party at my place tomorrow",0
"Let's play cricket in the park",0
"score some acid tabs at MG Road",1
"Catching a movie at Malleshwaram",0
"bring mdma to Kengeri before work",1
"Pick up vegetables from Kengeri",0
"Send w33d via courier 2nite",1
"Catching a movie at Bellandur",0
"Send doob via courier this evening",1
"Send powder via courier at midnight",1
"Where can I supply ma@l tomorrow?",1
"How's your day going?",0
"Bro pills chahiye Airport Road side",1
"Need charas from Shivajinagar",1
"collect acid near Indiranagar",1
"Need mj from Silk Board",1
"Arrange h@sh at Electronic City tonight",1
"Did you call the electrician?",0
"Don't forget the office meeting",0
"Pick me up near KR Puram",0
"Get green apples at Kengeri market",0
"Pick up vegetables from Electronic City",0
"Cash ready, bring grn to Shivajinagar",1
"Did you finish the project?",0
"Pick me up near Jayanagar",0
"Collect papers from Majestic",0
"drop some pot at Jayanagar",1
"bring ganjaa to Airport Road this evening",1
"Family dinner at Indiranagar",0
"Let's play cricket in the park",0
"Did you finish the project?",0
"Catching a movie at Jayanagar",0
"Send ecstasy via courier now",1
"Arrange pills at Whitefield in the morning",1
"Need ganja from Bellandur",1
"How's your day going?",0
"Pick up vegetables from Shivajinagar",0
"buy h@sh to Koramangala at midnight",1
"grab some weed at Airport Road",1
"arrng some lsd at Shivajinagar",1
"Need hash from Rajajinagar",1
"Party at my place 2nite",0
"I'll drop by Rajajinagar now",0
"How's your day going?",0
"I'll drop by Shivajinagar in the morning",0
"Cash ready, bring kush to Malleshwaram",1
"Catching a movie at Cubbon Park",0
"Catching a movie at Koramangala",0
"supply maal to Malleshwaram in the morning",1
"I'll drop by MG Road after class",0
"Bro lsd chahiye Majestic side",1
"Where can I buy mj 2nite?",1
"Let's play cricket in the park",0
"Arrange doob at Silk Board before work",1
"send grn near KR Puram",1
"Let's play cricket in the park",0
"Where can I grab trip at midnight?",1
"Bro acid tabs chahiye HSR Layout side",1
"Party at my place this evening",0
"Where can I bring powder after class?",1
"Cash ready, bring ma@l to Rajajinagar",1
"Bro pot chahiye BTM side",1
"Family dinner at Bellandur",0
"Did you call the electrician?",0
"Let's play cricket in the park",0
"Bro stuff chahiye Cubbon Park side",1
"Let's play cricket in the park",0
"Drop acid tabs at my place in Malleshwaram",1
"Need tabs from Bellandur",1
"Let's meet at Banashankari later",0
"Drop maal at my place in Banashankari",1
"Don't forget the office meeting",0
"get md to MG Road 2nite",1
"Get green apples at Silk Board market",0
"Did you call the electrician?",0
"Arrange ganja at Malleshwaram later",1
"Arrange md at Shivajinagar right away",1
"get some maal at Commercial Street",1
"Drop xtc at my place in Shivajinagar",1
"Let's play cricket in the park",0
"get pills near Koramangala",1
"Don't forget the office meeting",0
"Bro acid chahiye Rajajinagar side",1
"Did you call the electrician?",0
"Cash ready, bring trip to Bellandur",1
"Did you call the electrician?",0
"Family dinner at Rajajinagar",0
"Pick 🥀 from KR Puram tmrw",1
"Bro dope chahiye Silk Board side",1
"Where can I pick up molly tomorrow?",1
"Cash ready, bring ganja to Koramangala",1
"Cash ready, bring charas to Rajajinagar",1
"Collect papers from Bellandur",0
"supply k3t near Malleshwaram",1
"bring trip to Malleshwaram 2nite",1
"I'll drop by Whitefield later",0
"Let's play cricket in the park",0
"Party at my place right away",0
"Send tabs via courier in the morning",1
"get stuff to HSR Layout at midnight",1
"Let's meet at Koramangala tomorrow",0
"Catching a movie at KR Puram",0
"Going to Jayanagar for dinner",0
"Bro tabs chahiye Airport Road side",1
"Arrange trip at BTM right away",1
"Send molly via courier right away",1
"Let's play cricket in the park",0
"Pick 💊 from Shivajinagar after class",1
"Did you call the electrician?",0
"Where can I get maal tonight?",1
"Don't forget the office meeting",0
"Cash ready, bring doob to Electronic City",1
"Bro trip chahiye Electronic City side",1
"How's your day going?",0
"get charas to Majestic right away",1
"How's your day going?",0
"Need LSD from Airport Road",1
"collect w33d to Jayanagar tonight",1
"grab pills to Shivajinagar 2nite",1
"How's your day going?",0
"get molly near Indiranagar",1
"Arrange coke at Cubbon Park right away",1
"Pick me up near Banashankari",0
"Collect papers from Airport Road",0
"Cash ready, bring grn to Airport Road",1
"See you at college right away",0
"Going shopping at Electronic City",0
"Collect papers from Commercial Street",0
"arrng powder near Bellandur",1
"How's your day going?",0
"Pick me up near Banashankari",0
"Going shopping at MG Road",0
"I'll drop by Airport Road after class",0
"Pick 🧪 from Indiranagar before work",1
"Don't forget the office meeting",0
"I'll drop by Whitefield in the morning",0
"Arrange grn at Banashankari after class",1
"Did you finish the project?",0
"Get green apples at Malleshwaram market",0
"Get green apples at Shivajinagar market",0
"Don't forget the office meeting",0
"Arrange stuff at Jayanagar this evening",1
"Family dinner at Majestic",0
"Get green apples at Koramangala market",0
"Catching a movie at BTM",0
"buy some tabs at Cubbon Park",1
"Pick up vegetables from Koramangala",0
"See you tomorrow at HSR Layout",0
"Cash ready, bring k3t to Commercial Street",1
"Bro coke chahiye Electronic City side",1
"Need weed from Kengeri",1
"See you tomorrow at Cubbon Park",0
"Pick up vegetables from BTM",0
"How's your day going?",0
"get trip to Silk Board before work",1
"Cash ready, bring acid tabs to Commercial Street",1
"Pick up vegetables from Jayanagar",0
"See you tomorrow at Commercial Street",0
"See you tomorrow at Banashankari",0
"Bro md chahiye Airport Road side",1
"Let's play cricket in the park",0
"Let's meet at Indiranagar later",0
"Drop LSD at my place in Commercial Street",1
"Did you call the electrician?",0
"Let's meet at HSR Layout before work",0
"See you tomorrow at Kengeri",0
"Party at my place now",0
"Bro mdma chahiye Koramangala side",1
"Don't forget the office meeting",0
"grab some weed at Malleshwaram",1
"Get green apples at KR Puram market",0
"Let's play cricket in the park",0
"arrng w33d near Jayanagar",1
"Collect papers from Shivajinagar",0
"Bro coke chahiye Airport Road side",1
"Get green apples at Indiranagar market",0
"Bro ganjaa chahiye Banashankari side",1
"Where can I bring acid now?",1
"Pick 🌿 from HSR Layout right away",1
"drop ganja near Electronic City",1
"Arrange w33d at Bellandur tmrw",1
"How's your day going?",0
"Party at my place tonight",0
"I'll drop by Shivajinagar 2nite",0
"Pick me up near Majestic",0
"Did you finish the project?",0
"Send acid via courier before work",1
"Bro stuff chahiye Rajajinagar side",1
"Let's meet at HSR Layout before work",0
"Pick 🧪 from Indiranagar tmrw",1
"Pick up vegetables from Whitefield",0
"send maal to Cubbon Park tomorrow",1
"Catching a movie at Koramangala",0
"Party at my place in the morning",0
"Going to Bellandur for dinner",0
"Bro grn chahiye Shivajinagar side",1
"See you at college right away",0
"Where can I buy pills after class?",1
"Get green apples at Jayanagar market",0
"Going shopping at Majestic",0
"Pick 🌿 from Whitefield tomorrow",1
"grab acid tabs to Electronic City tonight",1
"get doob near Rajajinagar",1
"I'll drop by Bellandur now",0
"Let's meet at Majestic this evening",0
"Bro coke chahiye Majestic side",1
"Send w33d via courier right away",1
"Arrange mj at Shivajinagar after class",1
"Need dope from KR Puram",1
"Arrange acid tabs at Silk Board 2nite",1
"Need tabs from Silk Board",1
"Drop h@sh at my place in Koramangala",1
"Where can I supply dope at midnight?",1
"Did you call the electrician?",0
"Where can I drop molly this evening?",1
"Did you call the electrician?",0
"I'll drop by Rajajinagar in the morning",0
"Need kush from KR Puram",1
"Party at my place at midnight",0
"Need grass from Electronic City",1
"Need ganja from Koramangala",1
"collect pills near MG Road",1
"Drop pills at my place in Indiranagar",1
"Let's meet at Shivajinagar later",0
"How's your day going?",0
"Collect papers from Cubbon Park",0
"Pick 💊 from Commercial Street this evening",1
"Let's meet at Whitefield at midnight",0
"pick up some kush at Rajajinagar",1
"Going to Indiranagar for dinner",0
"bring brown sugar to BTM tmrw",1
"Catching a movie at HSR Layout",0
"Drop powder at my place in Rajajinagar",1
"deliver xtc near Koramangala",1
"Catching a movie at Malleshwaram",0
"send ganja to Jayanagar 2nite",1
"supply grn to Indiranagar tonight",1
"Don't forget the office meeting",0
"Where can I pick up ma@l right away?",1
"Catching a movie at HSR Layout",0
"Cash ready, bring h@sh to Electronic City",1
"Family dinner at Koramangala",0
"Need kush from Kengeri",1
"Send pot via courier right away",1
"Arrange weed at Cubbon Park before work",1
"See you at college 2nite",0
"Cash ready, bring tabs to Banashankari",1
"Cash ready, bring pills to Banashankari",1
"Collect papers from Kengeri",0
"Let's meet at Cubbon Park later",0
"I'll drop by Bellandur tonight",0
"Pick 🍄 from Malleshwaram in the morning",1
"Where can I deliver ecstasy before work?",1
"Drop xtc at my place in Majestic",1
"collect brown sugar to Malleshwaram right away",1
"Cash ready, bring weed to Airport Road",1
"Drop brown sugar at my place in Whitefield",1
"Let's play cricket in the park",0
"Did you finish the project?",0
"Pick me up near Shivajinagar",0
"Send xtc via courier later",1
"Collect papers from BTM",0
"Bro pills chahiye Majestic side",1
"Don't forget the office meeting",0
"Drop stuff at my place in Shivajinagar",1
"Collect papers from KR Puram",0
"Pick up vegetables from Commercial Street",0
"Did you finish the project?",0
"Arrange md at Banashankari tmrw",1
"Pick me up near Banashankari",0
"Going to Majestic for dinner",0
"Pick 🍄 from Whitefield in the morning",1
"Don't forget the office meeting",0
"grab k3t to Banashankari after class",1
"Where can I get md tonight?",1
"Need weed from Commercial Street",1
"Drop LSD at my place in Malleshwaram",1
"Cash ready, bring grn to Indiranagar",1
"I'll drop by Rajajinagar 2nite",0
"Drop powder at my place in Majestic",1
"get molly to MG Road in the morning",1
"Did you call the electrician?",0
"Arrange tabs at Malleshwaram tmrw",1
"Pick 🌿 from Cubbon Park now",1
"Going shopping at Airport Road",0
"Where can I buy acid 2nite?",1
"Going to Electronic City for dinner",0
"Pick 💊 from Whitefield right away",1
"Did you call the electrician?",0
"Did you finish the project?",0
"Drop ganja at my place in Majestic",1
"Don't forget the office meeting",0
"Drop lsd at my place in Cubbon Park",1
"Collect papers from Banashankari",0
"Need dope from Rajajinagar",1
"Pick 💊 from Bellandur this evening",1
"See you tomorrow at BTM",0
"Party at my place now",0
"buy some lsd at Indiranagar",1
"Cash ready, bring charas to Bellandur",1
"Send lsd via courier right away",1
"Did you call the electrician?",0
"Pick 🧪 from Rajajinagar at midnight",1
"Cash ready, bring hash to Kengeri",1
"Did you finish the project?",0
"Catching a movie at Shivajinagar",0
"Did you call the electrician?",0
"drop doob near Silk Board",1
"Catching a movie at Bellandur",0
"arrng w33d near Electronic City",1
"Catching a movie at Majestic",0
"Collect papers from Indiranagar",0
"Cash ready, bring doob to HSR Layout",1
"collect molly near Bellandur",1
"Did you finish the project?",0
"Pick 🍄 from Majestic tmrw",1
"Drop ma@l at my place in Majestic",1
"Need ecstasy from Rajajinagar",1
"Pick me up near Malleshwaram",0
"Need weed from Jayanagar",1
"Let's play cricket in the park",0
"Don't forget the office meeting",0
"Need pot from KR Puram",1
"Don't forget the office meeting",0
"Pick me up near Cubbon Park",0
"Bro mdma chahiye Malleshwaram side",1
"Going to BTM for dinner",0
"pick up acid tabs near Silk Board",1
"Pick me up near Airport Road",0
"I'll drop by Kengeri now",0
"grab some mj at HSR Layout",1
"Arrange mj at Electronic City at midnight",1
"Where can I arrng grn now?",1
"pick up md near MG Road",1
"I'll drop by Koramangala 2nite",0
"Cash ready, bring acid to Banashankari",1
"bring brown sugar to Electronic City this evening",1
"Going to Shivajinagar for dinner",0
"Bro mdma chahiye Malleshwaram side",1
"Let's meet at Commercial Street in the morning",0
"Drop kush at my place in Shivajinagar",1
"arrng tabs near Commercial Street",1
"I'll drop by Bellandur this evening",0
"Party at my place before work",0
"buy weed near Electronic City",1
"Pick me up near Rajajinagar",0
"score stuff near BTM",1
"collect pills near Jayanagar",1
"Pick me up near Jayanagar",0
"Catching a movie at HSR Layout",0
"Did you finish the project?",0
"Where can I bring molly after class?",1
"Going to MG Road for dinner",0
"Going shopping at Silk Board",0
"Get green apples at Whitefield market",0
"Did you finish the project?",0
"Pick 🧪 from Rajajinagar later",1
"Going to Kengeri for dinner",0
"arrange some hash at Banashankari",1
"Did you finish the project?",0
"Don't forget the office meeting",0
"Send mj via courier right away",1
"Going to Kengeri for dinner",0
"Did you finish the project?",0
"Drop lsd at my place in Kengeri",1
"arrng some ganjaa at Indiranagar",1
"Family dinner at HSR Layout",0
"Going shopping at Jayanagar",0
"Let's meet at MG Road tomorrow",0
"Send xtc via courier after class",1
"See you at college later",0
"Bro ma@l chahiye Silk Board side",1
"Cash ready, bring ganjaa to Cubbon Park",1
"Party at my place tomorrow",0
"Send acid via courier before work",1
"I'll drop by Whitefield this evening",0
"grab ma@l near Commercial Street",1
"Get green apples at Koramangala market",0
"Pick 💊 from Whitefield tonight",1
"Going to HSR Layout for dinner",0
"bring grass near Jayanagar",1
"Going shopping at Shivajinagar",0
"Bro grn chahiye Indiranagar side",1
"Did you finish the project?",0
"I'll drop by Airport Road after class",0
"Going shopping at Majestic",0
"Where can I send k3t in the morning?",1
"Arrange charas at Rajajinagar in the morning",1
"Send pills via courier tonight",1
"Let's meet at Commercial Street in the morning",0
"See you at college tonight",0
"Let's play cricket in the park",0
"Let's play cricket in the park",0
"I'll drop by BTM tmrw",0
"Where can I collect charas in the morning?",1
"Arrange stuff at Commercial Street before work",1
"Going to Cubbon Park for dinner",0
"Pick 🧪 from Rajajinagar this evening",1
"Drop pot at my place in Bellandur",1
"Drop brown sugar at my place in Jayanagar",1
"Pick me up near Electronic City",0
"Family dinner at Banashankari",0
"Let's play cricket in the park",0
"See you tomorrow at Airport Road",0
"Pick 🌿 from Airport Road tomorrow",1
"Did you call the electrician?",0
"Pick up vegetables from BTM",0
"bring mdma near Electronic City",1
"supply some acid at Bellandur",1
"get ganja near Koramangala",1
"arrange ganja near Koramangala",1
"Let's meet at Koramangala tomorrow",0
"Catching a movie at KR Puram",0
"Let's meet at Bellandur 2nite",0
"Arrange maal at Shivajinagar in the morning",1
"Going shopping at Rajajinagar",0
"Cash ready, bring charas to Bellandur",1
"Going to Cubbon Park for dinner",0
"Arrange trip at Bellandur right away",1
"Pick 🌿 from Electronic City tmrw",1
"Let's meet at Jayanagar this evening",0
"Family dinner at Rajajinagar",0
"Bro grn chahiye Majestic side",1
"Need ganjaa from Bellandur",1
"Bro xtc chahiye Banashankari side",1
"Catching a movie at MG Road",0
"Pick up vegetables from Silk Board",0
"Drop coke at my place in Commercial Street",1
"Where can I collect md at midnight?",1
"Bro ecstasy chahiye Airport Road side",1
"supply some LSD at HSR Layout",1
"Going shopping at Rajajinagar",0
"get some tabs at Indiranagar",1
"Cash ready, bring pills to Airport Road",1
"Bro pills chahiye BTM side",1
"How's your day going?",0
"See you tomorrow at KR Puram",0
"Going shopping at Electronic City",0
"Going shopping at Bellandur",0
"Family dinner at Airport Road",0
"Party at my place tomorrow",0
"See you tomorrow at BTM",0
"Need grn from Majestic",1
"Did you call the electrician?",0
"Cash ready, bring lsd to Commercial Street",1
"See you at college before work",0
"Party at my place right away",0
"Get green apples at Cubbon Park market",0
"See you at college at midnight",0
"Pick up vegetables from Banashankari",0
"Don't forget the office meeting",0
"Pick up vegetables from BTM",0
"Send lsd via courier this evening",1
"Cash ready, bring grass to Silk Board",1
"Cash ready, bring pills to Banashankari",1
"See you at college this evening",0
"Pick up vegetables from Cubbon Park",0
"See you at college now",0
"See you at college in the morning",0
"How's your day going?",0
"See you tomorrow at Commercial Street",0
"collect some grass at KR Puram",1
"Send kush via courier before work",1
"Get green apples at Jayanagar market",0
"Need ganjaa from Shivajinagar",1
"Family dinner at Airport Road",0
"Arrange molly at Airport Road now",1
"Need xtc from Electronic City",1
"Where can I score ecstasy right away?",1
"Pick 💊 from Indiranagar tonight",1
"Family dinner at Airport Road",0
"Send coke via courier tmrw",1
"Where can I send kush tonight?",1
"Send w33d via courier tmrw",1
"Pick up vegetables from Shivajinagar",0
"Need hash from Airport Road",1
"Bro LSD chahiye Koramangala side",1
"I'll drop by Bellandur right away",0
"Did you call the electrician?",0
"Let's meet at BTM before work",0
"Drop powder at my place in BTM",1
"Drop k3t at my place in Commercial Street",1
"Arrange mdma at KR Puram now",1
"Need molly from Airport Road",1
"How's your day going?",0
"supply some hash at Kengeri",1
"Catching a movie at Majestic",0
"Going to HSR Layout for dinner",0
"Get green apples at Electronic City market",0
"Pick up vegetables from Indiranagar",0
"Send molly via courier right away",1
"Collect papers from Malleshwaram",0
"Don't forget the office meeting",0
"Did you finish the project?",0
"bring grass to Shivajinagar tomorrow",1
"Bro powder chahiye Kengeri side",1
"Arrange charas at KR Puram later",1
"Need ecstasy from Banashankari",1
"Pick me up near Cubbon Park",0
"Going shopping at Bellandur",0
"Catching a movie at Electronic City",0
"Going to Indiranagar for dinner",0
"Pick 💊 from Indiranagar 2nite",1
"grab mj to KR Puram at midnight",1
"drop w33d to Bellandur this evening",1
"Drop powder at my place in Malleshwaram",1
"Don't forget the office meeting",0
"Bro grn chahiye Shivajinagar side",1
"Bro molly chahiye Malleshwaram side",1
"Need ganjaa from Jayanagar",1
"Need w33d from Jayanagar",1
"Collect papers from BTM",0
"Send tabs via courier at midnight",1
"Bro mj chahiye Koramangala side",1
"See you at college 2nite",0
"See you at college tonight",0
"Get green apples at Bellandur market",0
"Cash ready, bring powder to Whitefield",1
"Send stuff via courier in the morning",1
"Cash ready, bring mdma to Bellandur",1
"Pick up vegetables from Majestic",0
"Need dope from Rajajinagar",1
"Pick me up near Whitefield",0
"I'll drop by Banashankari in the morning",0
"Let's meet at Whitefield 2nite",0
"Going to Banashankari for dinner",0
"Pick me up near Koramangala",0
"Let's meet at Banashankari later",0
"Pick 🧪 from Silk Board later",1
"Pick me up near HSR Layout",0
"score some hash at Airport Road",1
"Collect papers from Majestic",0
"Don't forget the office meeting",0
"Arrange ganja at Bellandur at midnight",1
"Don't forget the office meeting",0
"Catching a movie at Rajajinagar",0
"See you tomorrow at BTM",0
"Drop weed at my place in HSR Layout",1
"get some md at Whitefield",1
"Get green apples at Banashankari market",0
"Cash ready, bring trip to Majestic",1
"Arrange trip at Bellandur tonight",1
"Need k3t from Airport Road",1
"Let's play cricket in the park",0
"See you at college later",0
"Where can I arrng charas after class?",1
"Let's play cricket in the park",0
"grab some h@sh at Shivajinagar",1
"Pick 🥀 from Rajajinagar later",1
"How's your day going?",0
"Cash ready, bring lsd to Majestic",1
"Don't forget the office meeting",0
"Bro coke chahiye Shivajinagar side",1
"I'll drop by Airport Road tmrw",0
"Let's play cricket in the park",0
"I'll drop by KR Puram 2nite",0
"Where can I bring coke before work?",1
"Send grn via courier now",1
